3.00000 0.00000 0.00000 0.00000 0.00000
3.00634 0.00000 0.00000 0.00000 0.00000
3.01268 0.00000 0.00000 0.00000 0.00000
3.01902 0.00000 0.00000 0.00000 0.00000
3.02535 0.00000 0.00000 0.00000 0.00000
3.03169 0.00000 0.00000 0.00000 0.00000
3.03803 0.00000 0.00000 0.00000 0.00000
3.04437 0.00000 0.00000 0.00000 0.00000
3.05071 0.00000 0.00000 0.00000 0.00000
3.05705 0.00000 0.00000 0.00000 0.00000
3.06339 0.00000 0.00000 0.00000 0.00000
3.06972 0.00000 0.00000 0.00000 0.00000
3.07606 0.00000 0.00000 0.00000 0.00000
3.08240 0.00056 0.00000 0.00000 0.00000
3.08874 0.00046 0.00000 0.00000 0.00000
3.09508 0.00050 0.00000 0.00000 0.00000
3.10142 0.00063 0.00000 0.00000 0.00000
3.10776 0.00079 0.00000 0.00000 0.00000
3.11410 0.00126 0.00000 0.00000 0.00000
3.12043 0.00220 0.00000 0.00000 0.00000
3.12677 0.00365 0.00000 0.00000 0.00000
3.13311 0.00684 0.00000 0.00000 0.00000
3.13945 0.01297 0.00000 0.00000 0.00000
3.14579 0.02474 0.00000 0.00000 0.00000
3.15213 0.04607 0.00000 0.00000 0.00000
3.15847 0.08087 0.00000 0.00000 0.00000
3.16480 0.13197 0.00000 0.00000 0.00000
3.17114 0.19615 0.00000 0.00000 0.00000
3.17748 0.26328 0.00000 0.00000 0.00000
3.18382 0.31927 0.00000 0.00000 0.00000
3.19016 0.35718 0.00000 0.00000 0.00000
3.19650 0.37339 0.00000 0.00000 0.00000
3.20284 0.37183 0.00000 0.00000 0.00000
3.20917 0.36466 0.00000 0.00000 0.00000
3.21551 0.35305 0.00000 0.00000 0.00000
3.22185 0.34665 0.00000 0.00000 0.00000
3.22819 0.34389 0.00000 0.00000 0.00000
3.23453 0.34473 0.00000 0.00000 0.00000
3.24087 0.35118 0.00000 0.00000 0.00000
3.24721 0.36272 0.00000 0.00000 0.00000
3.25354 0.37585 0.00000 0.00000 0.00000
3.25988 0.39083 0.00000 0.00000 0.00000
3.26622 0.40180 0.00000 0.00000 0.00000
3.27256 0.41141 0.00000 0.00000 0.00000
3.27890 0.41580 0.00000 0.00000 0.00000
3.28524 0.41578 0.00000 0.00000 0.00000
3.29158 0.41443 0.00000 0.00000 0.00000
3.29791 0.41197 0.00000 0.00000 0.00000
3.30425 0.40894 0.00000 0.00000 0.00000
3.31059 0.40572 0.00000 0.00000 0.00000
3.31693 0.40475 0.00000 0.00000 0.00000
3.32327 0.40330 0.00000 0.00000 0.00000
3.32961 0.40445 0.00000 0.00000 0.00000
3.33595 0.40672 0.00000 0.00000 0.00000
3.34229 0.40684 0.00000 0.00000 0.00000
3.34862 0.40694 0.00000 0.00000 0.00000
3.35496 0.40648 0.00000 0.00000 0.00000
3.36130 0.40504 0.00000 0.00000 0.00000
3.36764 0.40465 0.00000 0.00000 0.00000
3.37398 0.40356 0.00000 0.00000 0.00000
3.38032 0.40630 0.00000 0.00000 0.00000
3.38666 0.41051 0.00000 0.00000 0.00000
3.39299 0.41796 0.00000 0.00000 0.00000
3.39933 0.42611 0.00000 0.00000 0.00000
3.40567 0.43260 0.00000 0.00000 0.00000
3.41201 0.43564 0.00000 0.00000 0.00000
3.41835 0.43447 0.00000 0.00000 0.00000
3.42469 0.43440 0.00000 0.00000 0.00000
3.43103 0.42776 0.00000 0.00000 0.00000
3.43736 0.42330 0.00000 0.00000 0.00000
3.44370 0.41753 0.00000 0.00000 0.00000
3.45004 0.41431 0.00000 0.00000 0.00000
3.45638 0.41332 0.00000 0.00000 0.00000
3.46272 0.41515 0.00000 0.00000 0.00000
3.46906 0.41879 0.00000 0.00000 0.00000
3.47540 0.42469 0.00000 0.00000 0.00000
3.48173 0.43307 0.00000 0.00000 0.00000
3.48807 0.44143 0.00000 0.00000 0.00000
