1.06600 0.00041 0.00000 0.00000
1.06867 0.00117 0.00000 0.00000
1.07134 0.00185 0.00000 0.00000
1.07401 0.00245 0.00000 0.00000
1.07669 0.00426 0.00000 0.00000
1.07936 0.00779 0.00000 0.00000
1.08203 0.01237 0.00000 0.00000
1.08470 0.02271 0.00000 0.00000
1.08737 0.03248 0.00000 0.00000
1.09004 0.04338 0.00000 0.00000
1.09271 0.05074 0.00000 0.00000
1.09538 0.05536 0.00000 0.00000
1.09806 0.06165 0.00000 0.00000
1.10073 0.06853 0.00000 0.00000
1.10340 0.16590 0.00000 0.00000
1.10607 0.30966 0.00000 0.00000
1.10874 0.35619 0.00000 0.00000
1.11141 0.37589 0.00000 0.00000
1.11408 0.35436 0.00000 0.00000
1.11676 0.26183 0.00000 0.00000
1.11943 0.24805 0.00000 0.00000
1.12210 0.27331 0.00000 0.00000
1.12477 0.27443 0.00000 0.00000
1.12744 0.26104 0.00000 0.00000
1.13011 0.35775 0.00000 0.00000
1.13278 0.41473 0.00000 0.00000
1.13545 0.33728 0.00000 0.00000
1.13813 0.50996 0.00000 0.00000
1.14080 0.22160 0.00000 0.00000
1.14347 0.49787 0.00000 0.00000
1.14614 0.31938 0.00000 0.00000
1.14881 0.27701 0.00000 0.00000
1.15148 0.29922 0.00000 0.00000
1.15415 0.31565 0.00000 0.00000
1.15683 0.23773 0.00000 0.00000
1.15950 0.21731 0.00000 0.00000
1.16217 0.44851 0.00000 0.00000
1.16484 0.61008 0.00000 0.00000
1.16751 0.62787 0.00000 0.00000
1.17018 0.67943 0.00000 0.00000
1.17285 0.72542 0.00000 0.00000
1.17553 0.75754 0.00000 0.00000
1.17820 0.81355 0.00000 0.00000
1.18087 0.80544 0.00000 0.00000
1.18354 0.79773 0.00000 0.00000
1.18621 0.81248 0.00000 0.00000
1.18888 0.83669 0.00000 0.00000
1.19155 0.83608 0.00000 0.00000
1.19422 0.77218 0.00000 0.00000
1.19690 0.73007 0.00000 0.00000
