# Theoretical transmission filter for J-PLUS filter F395
# Date of creation: 2013-01-17
# Author: J. Varela
# 
# Requirements:
#    Central wavelength (Angstroms): 3950
#    W1 (Angstroms): 70
#    FWHM (Angstroms): 100
#    Transmission peak: 0.75
#
# Columns description:
#    wl: Wavelength in Angstroms
#    T: Transmission
#    T+CCD: Transmission Filter+CCD
#
# wl   T  T+CCD
3912.1 0.6775 0.6098
3912.2 0.6800 0.6121
3912.3 0.6825 0.6144
3912.4 0.6850 0.6166
3912.5 0.6875 0.6189
3912.6 0.6900 0.6212
3912.7 0.6925 0.6235
3912.8 0.6950 0.6257
3912.9 0.6975 0.6280
3913.0 0.7000 0.6303
3913.1 0.7025 0.6326
3913.2 0.7050 0.6348
3913.3 0.7075 0.6371
3913.4 0.7100 0.6394
3913.5 0.7125 0.6417
3913.6 0.7150 0.6439
3913.7 0.7175 0.6462
3913.8 0.7200 0.6485
3913.9 0.7225 0.6508
3914.0 0.7250 0.6531
3914.1 0.7275 0.6553
3914.2 0.7300 0.6576
3914.3 0.7325 0.6599
3914.4 0.7350 0.6622
3914.5 0.7375 0.6644
3914.6 0.7400 0.6667
3914.7 0.7425 0.6690
3914.8 0.7450 0.6713
3914.9 0.7475 0.6735
3915.0 0.7500 0.6758
3915.1 0.7500 0.6759
3915.2 0.7500 0.6759
3915.3 0.7500 0.6759
3915.4 0.7500 0.6759
3915.5 0.7500 0.6760
3915.6 0.7500 0.6760
3915.7 0.7500 0.6760
3915.8 0.7500 0.6760
3915.9 0.7500 0.6761
3916.0 0.7500 0.6761
3916.1 0.7500 0.6761
3916.2 0.7500 0.6761
3916.3 0.7500 0.6762
3916.4 0.7500 0.6762
3916.5 0.7500 0.6762
3916.6 0.7500 0.6762
3916.7 0.7500 0.6763
3916.8 0.7500 0.6763
3916.9 0.7500 0.6763
3917.0 0.7500 0.6763
3917.1 0.7500 0.6764
3917.2 0.7500 0.6764
3917.3 0.7500 0.6764
3917.4 0.7500 0.6764
3917.5 0.7500 0.6765
3917.6 0.7500 0.6765
3917.7 0.7500 0.6765
3917.8 0.7500 0.6765
3917.9 0.7500 0.6766
3918.0 0.7500 0.6766
3918.1 0.7500 0.6766
3918.2 0.7500 0.6766
3918.3 0.7500 0.6767
3918.4 0.7500 0.6767
3918.5 0.7500 0.6767
3918.6 0.7500 0.6767
3918.7 0.7500 0.6768
3918.8 0.7500 0.6768
3918.9 0.7500 0.6768
3919.0 0.7500 0.6768
3919.1 0.7500 0.6769
