Wavelength_microns Throughput
2.0004663860000003 6.692717286333715e-13
2.002074478 1.4768808372152146e-13
2.00368257 2.6196343869072143e-13
2.005290662 4.312983137730648e-13
2.006898754 6.957464811744539e-13
2.008506846 9.518716929321066e-13
2.010114938 1.1785600415452151e-12
2.01172303 1.0958311119603903e-12
2.013331122 7.103554541025134e-13
2.014939214 3.3325770429751183e-13
2.016547306 1.5944887684973281e-13
2.018155398 7.558792346789048e-14
2.01976349 1.780145871667825e-14
2.021371582 3.4236356547979433e-15
2.022979674 2.233449909724175e-15
2.0245877660000002 2.132645417376352e-15
2.026195858 2.069507112410032e-15
2.027803949 2.0147331641131236e-15
2.029412041 7.072440624587137e-15
2.031020133 1.6757887419593317e-13
2.032628225 4.2539173495478233e-13
2.034236317 3.1635328971064235e-13
2.035844409 1.4039618763128338e-13
2.037452501 6.737060059443835e-14
2.039060593 7.092216217132791e-14
2.040668685 1.5060486198493874e-13
2.042276777 2.0710057352260118e-13
2.0438848689999998 2.2543636905584485e-13
2.045492961 2.7290348356952876e-13
2.047101053 3.468331800393695e-13
2.0487091449999997 3.258303357726968e-13
2.0503172370000002 2.653399707732684e-13
2.0519253290000004 4.004218314080066e-13
2.053533421 9.128459872985417e-13
2.055141513 1.2927309863006019e-12
2.056749605 1.6896251909391274e-12
2.058357697 1.8185874983657415e-12
2.059965788 1.7254046879258984e-12
2.06157388 1.5423078929117735e-12
2.0631819719999998 1.3237453318683634e-12
2.064790064 1.3908669606517362e-12
2.066398156 1.8986473965943883e-12
2.068006248 3.2674335041997215e-12
2.06961434 4.1275559686794e-12
2.071222432 2.8032413509916486e-12
2.072830524 1.9606565858048968e-12
2.074438616 1.9934522155257195e-12
2.076046708 2.885025528766996e-12
2.0776548 4.079081835465447e-12
2.079262892 5.571532904453227e-12
2.080870984 7.328105742032516e-12
2.0824790760000003 8.596590146453981e-12
2.084087168 1.1479964908545607e-11
2.08569526 1.1637184837750862e-11
2.0873033519999997 1.2192048153774629e-11
2.088911444 1.3752414943450475e-11
2.090519536 1.5675937727205933e-11
2.092127627 1.6315692567686444e-11
2.0937357189999997 1.7334729553228077e-11
2.0953438110000002 1.1254537464726725e-11
2.0969519030000003 7.218928376708317e-12
2.098559995 1.1370066898167244e-11
2.100168087 2.5751287073682142e-11
2.101776179 3.7040906643746735e-11
2.103384271 4.0116139120201525e-11
2.104992363 3.590284625500733e-11
2.1066004549999997 2.8645877324543477e-11
2.1082085470000003 2.699287158243562e-11
2.109816639 3.681451094923022e-11
2.111424731 4.6130031762139626e-11
2.113032823 4.162215464885573e-11
2.114640915 3.7533520425382976e-11
2.116249007 3.92647829254831e-11
2.1178570989999996 5.136128414646665e-11
2.1194651909999997 4.753481579459454e-11
2.1210732830000003 5.60436733392491e-11
2.122681375 6.478850381965919e-11
2.124289466 7.363952811784517e-11
2.125897558 6.750401467035852e-11
2.1275056500000002 5.575919435377254e-11
2.129113742 5.1276410157436386e-11
2.130721834 5.595745768821535e-11
2.1323299259999997 6.504080904829633e-11
2.133938018 5.4828090508975393e-11
2.1355461100000004 5.099946990543012e-11
2.137154202 4.5838470516849546e-11
2.138762294 4.8721704248833e-11
2.140370386 5.7833266861520435e-11
2.141978478 7.173927755460601e-11
2.14358657 6.591330722505068e-11
2.1451946619999998 5.4591709803386665e-11
2.146802754 5.0767058975971474e-11
2.1484108460000004 5.1915139871443337e-11
2.150018938 5.790910862701102e-11
2.15162703 7.670824189463791e-11
2.153235122 1.0050197275054507e-10
2.154843214 1.1189500829432246e-10
2.156451305 1.2538001579919689e-10
2.158059397 7.115602884207609e-11
2.159667489 4.6688469943747645e-11
2.161275581 3.6352263472866105e-11
2.1628836729999996 3.029531571640336e-11
2.164491765 2.6810337481247496e-11
2.1660998570000003 2.659534862888364e-11
2.167707949 3.5535968359039044e-11
2.169316041 3.9102135616147526e-11
2.170924133 4.42594479491111e-11
2.172532225 4.7760534173351895e-11
2.174140317 5.383459664377128e-11
2.1757484089999997 3.563090449933688e-11
2.177356501 4.8625878594624376e-11
2.1789645930000003 7.17984800508793e-11
2.180572685 9.243950726640778e-11
2.182180777 1.1733703094551824e-10
2.183788869 1.0568269178391026e-10
2.185396961 9.711876072255058e-11
2.187005053 9.251143161551387e-11
2.1886131449999997 1.0358401690249376e-10
2.1902212359999997 1.794575734658302e-10
2.191829328 2.31043082953933e-10
2.1934374200000004 2.8943820884736923e-10
2.195045512 3.1872799123031384e-10
2.196653604 3.597700392631508e-10
2.198261696 3.494232022214057e-10
2.199869788 3.3791537920690285e-10
2.20147788 2.364232514065925e-10
2.203085972 2.1024119132972134e-10
2.204694064 2.1564156320016817e-10
2.206302156 2.6014458246459536e-10
2.207910248 3.599844443661572e-10
2.2095183400000002 3.703316519004703e-10
2.211126432 3.633216308015892e-10
2.212734524 3.9999796784758187e-10
2.2143426159999997 5.056309005014237e-10
2.215950708 6.577193029062347e-10
2.2175588 6.181480793056386e-10
2.219166892 6.931679449470463e-10
2.220774984 5.910471188319999e-10
2.222383075 4.783876000094451e-10
2.2239911670000003 4.938302078248033e-10
2.225599259 6.720702104411212e-10
2.227207351 9.987933671670434e-10
2.228815443 9.747569315359371e-10
2.230423535 1.0965560108666599e-09
2.232031627 1.02170748660796e-09
2.2336397189999997 9.073196755805135e-10
2.2352478110000003 8.509206956639966e-10
2.236855903 7.936784322218255e-10
2.238463995 7.876153334250463e-10
2.240072087 1.1421825159366563e-09
2.241680179 1.8431693790644663e-09
2.243288271 1.9560555890666156e-09
2.2448963629999996 1.6773090359463412e-09
2.2465044549999997 2.0315806245984736e-09
2.2481125470000003 1.6638940471680529e-09
2.249720639 1.469514572410065e-09
2.251328731 1.7405372933820026e-09
2.252936823 2.345485809552811e-09
2.2545449140000002 3.2418096509225263e-09
2.256153006 4.826128704051425e-09
2.257761098 7.151505737230831e-09
2.2593691899999997 8.686985376517754e-09
2.260977282 1.0007187508477576e-08
2.262585374 7.38045621856499e-09
2.264193466 2.4455257363664317e-09
2.265801558 8.149690215741132e-10
2.2674096500000003 1.9154336342914487e-10
2.269017742 5.909245118048097e-11
2.270625834 4.070379273279715e-11
2.2722339259999997 4.2749663788127064e-11
2.273842018 4.470796349792958e-11
2.2754501100000004 4.657993065088737e-11
2.277058202 4.8447581321120746e-11
2.278666294 1.1358567702209488e-10
2.280274386 1.0124297625382456e-09
2.281882478 1.0487776538561419e-08
2.28349057 1.1948989785943293e-08
2.285098662 1.4098591579471647e-08
2.286706753 7.326514521903762e-09
2.288314845 2.4953400720923876e-09
2.2899229369999996 1.293003045374307e-09
2.291531029 3.1034509721667186e-09
2.2931391210000003 8.079536081517688e-09
2.294747213 1.6891817264602268e-08
2.296355305 2.703813617044728e-08
2.297963397 5.051436493512889e-08
2.299571489 3.26228513030356e-08
2.301179581 2.209986896908986e-08
2.3027876729999996 1.9792796768898296e-08
2.304395765 2.6747793815300445e-08
2.3060038570000003 3.640509932935598e-08
2.307611949 2.9603128848649356e-08
2.309220041 2.1675438744555263e-08
2.310828133 1.0499858103722825e-08
2.312436225 1.7301138252679208e-09
2.314044317 4.70446388145206e-10
2.3156524089999997 4.3384557637278056e-10
2.3172605010000003 5.171337905972471e-10
2.318868592 6.172573434082957e-10
2.3204766840000004 7.370146206910072e-10
2.322084776 8.741137860851272e-10
2.323692868 1.0281182147430165e-09
2.32530096 1.1922684767351993e-09
2.326909052 1.3658602604025363e-09
2.328517144 1.5450646572345887e-09
2.3301252359999998 1.729498223621799e-09
2.331733328 1.920116102764886e-09
2.33334142 2.1099569435431893e-09
2.334949512 2.2983178322508304e-09
2.3365576040000002 2.470093596253641e-09
2.338165696 2.624383831582995e-09
2.339773788 2.9436414198771183e-09
2.3413818799999997 8.376847910690162e-09
2.342989972 3.926524746489168e-08
2.344598064 1.4130717561325912e-07
2.346206156 3.2990553457156345e-07
2.347814248 7.710299707495546e-07
2.3494223400000003 1.0491407907220522e-07
2.3510304310000003 1.007155490393936e-08
2.352638523 3.083706450660117e-09
2.354246615 3.1359307569345956e-09
2.3558547069999998 3.2002999340695926e-09
2.357462799 3.2858315138927896e-09
2.359070891 3.383542656962084e-09
2.3606789829999997 3.5035332891826535e-09
2.3622870750000002 3.630270901386951e-09
2.363895167 3.767809124883893e-09
2.365503259 3.904981910518655e-09
2.367111351 4.038685299195232e-09
2.368719443 4.166202327383062e-09
2.370327535 4.277198012083816e-09
2.371935627 4.36910093639337e-09
2.3735437189999997 4.442367483616327e-09
2.3751518110000003 4.463541814795212e-09
2.376759903 4.471456068515738e-09
2.378367995 4.748319546429356e-09
2.379976087 1.5020605372809524e-08
2.381584179 8.500480807942676e-08
2.383192271 1.3943526477513413e-07
2.384800362 2.3213835021551664e-08
2.3864084539999997 6.011228494785674e-09
2.388016546 4.5287534353121314e-09
2.389624638 4.533010923113797e-09
2.39123273 4.537654045517558e-09
2.392840822 4.542416043226079e-09
2.3944489140000003 4.549523408349582e-09
2.396057006 5.148146584250916e-09
2.397665098 2.1474027902091233e-08
2.3992731899999997 1.6360138570114754e-07
2.400881282 6.829290634678062e-07
2.4024893740000004 9.494353099806853e-07
2.404097466 1.3198237597706083e-06
2.405705558 1.245208889329007e-06
2.40731365 9.300778019139382e-07
2.408921742 6.951664086283021e-07
2.410529834 1.0838341536701514e-07
2.4121379259999998 1.503999675686965e-08
2.413746018 4.80425115228815e-09
2.41535411 1.9729444311247107e-08
2.416962201 1.6255850911331052e-07
2.418570293 7.227443976601365e-07
2.4201783850000003 3.613837388707997e-07
2.421786477 1.81830392854634e-07
2.423394569 6.422213305941882e-08
2.425002661 1.6116501415945764e-08
2.426610753 5.878407640518603e-09
2.428218845 4.654158315104235e-09
2.4298269369999996 4.659380561569688e-09
2.431435029 4.665273023961085e-09
2.4330431210000003 9.983757249826489e-09
2.434651213 4.8057791246625616e-08
2.436259305 2.963822134632425e-07
2.4378673969999998 5.81366841176172e-08
2.439475489 1.1623475068260552e-08
2.441083581 4.701259685885493e-09
2.4426916729999997 4.707356713752649e-09
2.4442997650000002 4.713457949826728e-09
2.4459078570000004 4.719563392977539e-09
2.447515949 4.722876933944151e-09
2.44912404 4.7257482910266575e-09
2.450732132 6.211666392653134e-09
2.452340224 2.3011525043474967e-08
2.453948316 1.3167036686752558e-07
2.455556408 2.4412202976962593e-07
2.4571644999999998 1.1505123034762664e-07
2.458772592 5.5163417237762293e-08
2.460380684 2.3191651408935746e-08
2.461988776 9.863426601656344e-09
2.463596868 5.3953691602249035e-09
2.46520496 4.702397352899148e-09
2.466813052 4.699336833161009e-09
2.468421144 4.697318331288517e-09
2.470029236 4.695776110864809e-09
2.471637328 4.695887803621618e-09
2.47324542 4.697405208342024e-09
2.474853512 4.701325777096258e-09
2.4764616040000003 4.700534346913918e-09
2.478069696 4.699741547647927e-09
2.479677788 4.701433591455352e-09
2.481285879 4.698881692613949e-09
2.4828939709999998 4.696449922734158e-09
2.484502063 4.696624341562297e-09
2.486110155 4.6968085868391875e-09
2.4877182469999997 4.698230848093886e-09
2.489326339 4.697165521652298e-09
2.4909344310000003 4.698176875067175e-09
2.492542523 4.698892212971206e-09
2.494150615 4.699607644247346e-09
2.495758707 4.700323166116284e-09
2.497366799 4.701038775800038e-09
2.498974891 4.7017544705219366e-09
2.499778162 6.690908613753671e-06
2.5011293930000003 8.867781352286366e-06
2.502480624 4.841828651363228e-06
2.5038318559999997 6.721406678830718e-06
2.505183087 1.1459606331810796e-05
2.506534319 1.0394620554715738e-05
2.50788555 4.494195812045551e-06
2.509236782 7.492791167656395e-06
2.510588013 7.683818349381162e-06
2.511939244 9.18163175540885e-06
2.5132904760000003 7.138499531075486e-06
2.514641707 8.851187936481082e-06
2.515992939 8.290372033636977e-06
2.51734417 8.388160760362716e-06
2.5186954019999996 8.988819197187813e-06
2.5200466329999998 4.281081406120181e-06
2.521397865 3.859365044483351e-06
2.522749096 6.462837948947031e-06
2.524100327 2.5948131407554216e-06
2.525451559 2.037086635933827e-06
2.52680279 2.682951173148261e-06
2.5281540220000003 2.245012529396663e-06
2.529505253 3.088030163042952e-06
2.5308564849999997 6.018112161287546e-06
2.532207716 6.858887103962917e-06
2.533558948 5.897942594361769e-06
2.534910179 5.904101160153952e-06
2.5362614100000003 8.560451398657302e-06
2.537612642 8.505571830948514e-06
2.538963873 1.2621850300292782e-05
2.5403151050000004 9.131459849664702e-06
2.5416663359999996 1.3099569363268575e-05
2.5430175680000002 1.0834911896957402e-05
2.544368799 9.0621202604161e-06
2.54572003 1.3434196494636196e-05
2.547071262 1.3058581866311395e-05
2.548422493 7.254808758130829e-06
2.549773725 8.084155688095422e-06
2.551124956 8.822822483456457e-06
2.552476188 7.661176039182475e-06
