Wavelength_microns Throughput
2.0004663860000003 4.703244908785066e-15
2.002074478 6.927983139702924e-16
2.00368257 2.650095833736208e-16
2.005290662 8.373005472375221e-16
2.006898754 4.380344497239876e-15
2.008506846 4.2051020691888254e-15
2.010114938 5.0361560941312205e-15
2.01172303 9.51829592697896e-15
2.013331122 1.6293757135605213e-14
2.014939214 2.3123964745850233e-14
2.016547306 2.9830900975696785e-14
2.018155398 3.493415656594688e-14
2.01976349 3.8506140107808816e-14
2.021371582 4.076839670742192e-14
2.022979674 4.0482817897653646e-14
2.0245877660000002 3.7560352483935974e-14
2.026195858 3.661279658514986e-14
2.027803949 3.6708817424590657e-14
2.029412041 3.526375352089547e-14
2.031020133 3.3048079494915164e-14
2.032628225 3.203285065094872e-14
2.034236317 3.1275311958389075e-14
2.035844409 2.9420285301946314e-14
2.037452501 2.7051476290573997e-14
2.039060593 2.2469707267632116e-14
2.040668685 1.7980808312359452e-14
2.042276777 1.3096567309734201e-14
2.0438848689999998 9.211665595445711e-15
2.045492961 4.992537444079383e-15
2.047101053 2.4279208451538177e-15
2.0487091449999997 2.188518192408751e-15
2.0503172370000002 2.5975606251612257e-15
2.0519253290000004 1.1447388484195248e-15
2.053533421 5.412036638578472e-16
2.055141513 6.72284690503588e-16
2.056749605 1.525404417670145e-15
2.058357697 1.1374034596849781e-15
2.059965788 5.6955057436953985e-16
2.06157388 3.1281347805672745e-16
2.0631819719999998 1.9163284280286712e-16
2.064790064 3.2580695863511175e-16
2.066398156 9.337691718472166e-16
2.068006248 2.5597069713537337e-16
2.06961434 7.928566113291511e-18
2.071222432 8.447585910621172e-18
2.072830524 3.0889044676595467e-16
2.074438616 4.899665341931085e-16
2.076046708 1.6390036101603686e-17
2.0776548 9.162607399751448e-18
2.079262892 4.307925729684643e-16
2.080870984 3.0986518366118985e-15
2.0824790760000003 1.388007463782571e-15
2.084087168 1.300992052003864e-15
2.08569526 2.165334229125326e-15
2.0873033519999997 4.146112264057535e-15
2.088911444 5.2007513590974994e-15
2.090519536 5.216240787388846e-15
2.092127627 1.9766370616716464e-16
2.0937357189999997 7.847604623657913e-18
2.0953438110000002 2.84959801447036e-16
2.0969519030000003 1.1262518840686571e-14
2.098559995 8.58768204499305e-16
2.100168087 2.9980193674786776e-17
2.101776179 3.0965445052319444e-16
2.103384271 1.592145553189721e-14
2.104992363 2.567166554860209e-14
2.1066004549999997 1.1208719776558035e-14
2.1082085470000003 1.2152959869304956e-14
2.109816639 2.610318514570192e-14
2.111424731 3.6218386716535704e-14
2.113032823 2.7547336608611452e-14
2.114640915 9.44434561098471e-15
2.116249007 4.3977857015107404e-16
2.1178570989999996 7.228398721666258e-17
2.1194651909999997 2.3638233963119747e-15
2.1210732830000003 7.692701893017775e-14
2.122681375 2.428030216216135e-15
2.124289466 7.367078902034631e-17
2.125897558 7.576294555422239e-16
2.1275056500000002 2.397206989833348e-14
2.129113742 6.806428665534233e-15
2.130721834 2.0303168654379673e-16
2.1323299259999997 1.9417055236806492e-16
2.133938018 5.452715309118512e-15
2.1355461100000004 3.691768608153934e-14
2.137154202 2.1974673816215075e-14
2.138762294 1.0113681562444619e-14
2.140370386 6.673368663603302e-16
2.141978478 2.6199355727779714e-15
2.14358657 5.3325743905667506e-15
2.1451946619999998 1.919965200853787e-14
2.146802754 2.891996775147399e-15
2.1484108460000004 1.1493601999331902e-16
2.150018938 1.798244794578111e-16
2.15162703 5.679582584405295e-15
2.153235122 1.7587039322635954e-14
2.154843214 5.583434925921984e-16
2.156451305 3.94149395396558e-17
2.158059397 1.1153858270942395e-15
2.159667489 3.390263972894748e-14
2.161275581 1.7249298498906392e-14
2.1628836729999996 8.227668257176162e-15
2.164491765 4.942148005313749e-15
2.1660998570000003 5.296732484645324e-15
2.167707949 1.2987810072781445e-14
2.169316041 1.5567612499301954e-14
2.170924133 1.1909655179750354e-14
2.172532225 7.0880616011173315e-16
2.174140317 4.2868382541738177e-17
2.1757484089999997 8.184107319642562e-16
2.177356501 2.91053716651525e-14
2.1789645930000003 1.1358238101349023e-14
2.180572685 3.4493665190439557e-16
2.182180777 1.2745991574273e-16
2.183788869 3.594647293913493e-15
2.185396961 5.842241163432907e-14
2.187005053 2.24816858566306e-15
2.1886131449999997 8.777341134760668e-17
2.1902212359999997 4.701849300247171e-16
2.191829328 9.113210993198775e-15
2.1934374200000004 3.631894483524722e-14
2.195045512 3.0125672883652334e-14
2.196653604 1.5972236269201603e-14
2.198261696 1.1806313072166475e-15
2.199869788 9.057974350149126e-17
2.20147788 1.3423844820592245e-15
2.203085972 3.9907905034940564e-14
2.204694064 2.822728531341153e-14
2.206302156 1.140185231597764e-15
2.207910248 2.24548001933139e-16
2.2095183400000002 6.5609019125472e-15
2.211126432 1.9191733820476044e-13
2.212734524 1.556595102063991e-14
2.2143426159999997 6.817621656747238e-16
2.215950708 9.945938498250856e-16
2.2175588 2.3748844083298136e-14
2.219166892 2.4537640763221805e-13
2.220774984 1.563813588871334e-13
2.222383075 1.3315366915913935e-13
2.2239911670000003 1.264798252770657e-14
2.225599259 1.084676611986832e-15
2.227207351 2.3915815857784572e-15
2.228815443 5.5020607682369555e-14
2.230423535 6.505415245150754e-13
2.232031627 3.0562719031506133e-14
2.2336397189999997 1.483309854983739e-15
2.2352478110000003 5.83237840630035e-15
2.236855903 1.2423025692674538e-13
2.238463995 3.678998759738695e-13
2.240072087 1.9905175558035798e-14
2.241680179 1.1064297393746506e-15
2.243288271 1.973491087358786e-14
2.2448963629999996 5.455363784744776e-13
2.2465044549999997 1.311176356494563e-12
2.2481125470000003 9.041367647538667e-13
2.249720639 8.165992891838203e-13
2.251328731 7.815355348989988e-13
2.252936823 7.490176977782621e-13
2.2545449140000002 9.959133878906297e-13
2.256153006 1.7343046057250344e-12
2.257761098 1.7996771343874753e-12
2.2593691899999997 1.099763745892849e-13
2.260977282 6.934704780851183e-15
2.262585374 5.424115009167891e-14
2.264193466 1.36715254532119e-12
2.265801558 3.71260934330916e-12
2.2674096500000003 1.7381459468175612e-13
2.269017742 8.273063242488615e-15
2.270625834 9.26437755714344e-14
2.2722339259999997 2.009976112374457e-12
2.273842018 3.290719143255e-12
2.2754501100000004 1.6829009344238803e-13
2.277058202 8.897142430508044e-15
2.278666294 3.615483168593308e-14
2.280274386 4.2304087919638634e-13
2.281882478 1.7491038831138929e-12
2.28349057 1.902305486211431e-12
2.285098662 2.0724417676676483e-12
2.286706753 2.347256751876823e-13
2.288314845 1.3565613725281198e-12
2.2899229369999996 1.7388516653748617e-12
2.291531029 6.734557953752442e-13
2.2931391210000003 1.3275852562746944e-11
2.294747213 9.674796695335786e-13
2.296355305 1.914203783862553e-12
2.297963397 3.042420025487306e-12
2.299571489 1.0367099232240631e-12
2.301179581 1.9722363201728864e-11
2.3027876729999996 8.494262914389622e-12
2.304395765 4.8497053026226166e-12
2.3060038570000003 5.612139744345585e-12
2.307611949 7.772674676981672e-12
2.309220041 1.7551226143172834e-11
2.310828133 1.9072828905426363e-11
2.312436225 1.7740617353268973e-11
2.314044317 8.613157648235369e-12
2.3156524089999997 1.0775050663528822e-12
2.3172605010000003 4.661528098101425e-12
2.318868592 1.5069217337183578e-11
2.3204766840000004 3.152443228503073e-11
2.322084776 7.415764871211621e-11
2.323692868 5.437840077274973e-12
2.32530096 4.420698608645496e-13
2.326909052 9.083813486710787e-13
2.328517144 1.9338685072440017e-11
2.3301252359999998 4.1112863152894374e-10
2.331733328 3.218407208034623e-11
2.33334142 1.8690716614893295e-12
2.334949512 7.351209776921309e-13
2.3365576040000002 1.1363277252617266e-11
2.338165696 1.8843821547218748e-10
2.339773788 1.5086760906634e-10
2.3413818799999997 9.644202497757291e-11
2.342989972 7.789889066635321e-11
2.344598064 7.822332986689737e-11
2.346206156 7.809446977079909e-11
2.347814248 9.584955161438358e-11
2.3494223400000003 1.5519013650548036e-10
2.3510304310000003 3.546894169609667e-10
2.352638523 4.601403321871732e-11
2.354246615 3.285275599126125e-12
2.3558547069999998 6.882312336230775e-13
2.357462799 1.187959853258507e-11
2.359070891 2.0656813864814648e-10
2.3606789829999997 3.5816753450507746e-10
2.3622870750000002 1.423671124618237e-10
2.363895167 7.250388769192088e-11
2.365503259 1.230890310545178e-10
2.367111351 2.890859115272025e-10
2.368719443 6.592543617615008e-10
2.370327535 2.0808555828364172e-10
2.371935627 9.70875229665807e-11
2.3735437189999997 8.77384335133446e-11
2.3751518110000003 1.4681308985177246e-10
2.376759903 2.6252306277607063e-10
2.378367995 3.288334826226576e-10
2.379976087 3.6774794864417355e-10
2.381584179 3.7015908315476876e-10
2.383192271 1.3110358588599947e-10
2.384800362 1.101171788716321e-10
2.3864084539999997 2.7837617724869013e-10
2.388016546 2.2485396357258794e-10
2.389624638 3.1034950026135585e-10
2.39123273 9.160843253050521e-11
2.392840822 7.448781953568123e-12
2.3944489140000003 6.208115391558836e-13
2.396057006 6.136493623943134e-12
2.397665098 1.0323092645178615e-10
2.3992731899999997 7.406853537311785e-10
2.400881282 4.4086043087478424e-11
2.4024893740000004 2.6533809536379697e-12
2.404097466 1.3316011823365883e-12
2.405705558 1.7562948436641042e-11
2.40731365 2.3215458400973615e-10
2.408921742 6.16441020995142e-10
2.410529834 6.219519760835323e-10
2.4121379259999998 6.2940864379907e-10
2.413746018 6.87828223768917e-11
2.41535411 5.043689827010587e-12
2.416962201 4.998124371368822e-13
2.418570293 7.563125579737047e-12
2.4201783850000003 1.150225325165322e-10
2.421786477 4.4317167620705664e-10
2.423394569 2.971231109927119e-11
2.425002661 2.004134579530565e-12
2.426610753 1.5038946146326346e-12
2.428218845 2.3171782897708904e-11
2.4298269369999996 3.565585773701013e-10
2.431435029 1.8281032874941594e-10
2.4330431210000003 1.1920231488001397e-11
2.434651213 7.835046154579082e-13
2.436259305 3.239646757893492e-12
2.4378673969999998 4.0568957448635494e-11
2.439475489 5.121539418410193e-10
2.441083581 2.898583698246148e-10
2.4426916729999997 1.9046247646007896e-10
2.4442997650000002 1.259823970750264e-10
2.4459078570000004 1.4352642503711502e-11
2.447515949 1.8676599644888517e-12
2.44912404 8.170113018000567e-13
2.450732132 1.0832607620196635e-11
2.452340224 1.4680800299676482e-10
2.453948316 3.1396850528607965e-10
2.455556408 2.3341019810045634e-11
2.4571644999999998 1.7815547835172933e-12
2.458772592 1.6576171511470385e-12
2.460380684 2.5494823726720154e-11
2.461988776 3.9636097784522096e-10
2.463596868 4.089287736182319e-10
2.46520496 7.11667878140302e-11
2.466813052 1.491495340815179e-11
2.468421144 2.4556651272389812e-11
2.470029236 1.2321516011606715e-10
2.471637328 8.115022747371216e-10
2.47324542 8.740606521146186e-10
2.474853512 5.145332434344409e-10
2.4764616040000003 3.247411562770516e-10
2.478069696 2.5730368774266245e-10
2.479677788 2.2071061097629523e-10
2.481285879 1.9204552851867523e-10
2.4828939709999998 2.6658526578617976e-10
2.484502063 4.338970506623016e-10
2.486110155 9.046811160767084e-10
2.4877182469999997 9.247034715739909e-11
2.489326339 7.22931675114316e-12
2.4909344310000003 5.680131984786419e-13
2.492542523 6.4299208813362175e-12
2.494150615 3.421524603189748e-09
2.495758707 4.936661468384124e-08
2.497366799 3.882023825111895e-09
2.498974891 2.822407488797495e-10
2.499778162 2.0592159401181753e-11
2.5005829829999997 2.2932942590577618e-10
2.5011293930000003 8.909464939703488e-09
2.5021910750000003 2.0753101070474048e-08
2.502480624 2.652034872885291e-09
2.5038318559999997 8.78071563161465e-09
2.505183087 1.5271980754815896e-10
2.506534319 4.003122818317672e-09
2.50788555 2.056776615857182e-09
2.509236782 1.269529914795586e-09
2.510588013 2.399737823567448e-09
2.511939244 2.2316658463400454e-09
2.5132904760000003 1.6514598328931395e-09
2.514641707 1.347174398221889e-09
2.515992939 8.107488461410974e-10
2.51734417 1.9440197182986897e-09
2.5186954019999996 9.510164328399787e-10
2.5200466329999998 1.118522913516596e-09
2.521397865 2.480288581286748e-09
2.522749096 1.1337066569473896e-09
2.524100327 1.6897938257680223e-09
2.525451559 2.60092583515276e-10
2.52680279 9.28566015452687e-10
2.5281540220000003 1.024467880456661e-10
2.529505253 3.705621930772458e-11
2.5308564849999997 6.836042321716364e-10
2.532207716 6.68294175554245e-10
2.533558948 1.2569157249760537e-09
2.534910179 6.332099810018661e-10
2.5362614100000003 2.8525244774305644e-10
2.537612642 3.2093377927897363e-10
2.538963873 4.707808079876475e-10
2.5403151050000004 5.108964679475221e-10
2.5416663359999996 3.6063894429975735e-10
2.5430175680000002 4.760784143219426e-10
2.544368799 2.74321024794876e-10
2.54572003 3.1262592632274824e-11
2.547071262 1.329347112129351e-10
2.548422493 2.4038622832976734e-10
2.549773725 2.470444513930122e-10
2.551124956 2.4389712388168637e-10
2.552476188 2.1007363508611117e-10
2.553827419 2.0360703659227515e-10
2.5551786510000003 1.042576469960745e-10
2.556529882 1.1382762488954648e-10
2.557881113 1.213427450871376e-10
2.559232345 8.374272891659219e-11
2.560583576 6.279797366100827e-11
2.561934808 1.6020397202770367e-11
2.5632860390000003 4.313847733743583e-11
2.564637271 1.909430065435687e-11
2.565988502 2.2244008913418956e-11
2.567339733 1.9172690865971692e-11
2.5686909649999996 8.718659681829227e-12
2.5700421959999997 4.796577107226226e-12
2.571393428 1.2548782181876639e-11
2.572744659 1.3170129513921981e-11
2.574095891 1.5738992149863745e-11
2.575447122 6.193922003332933e-12
2.576798354 1.0353402705014467e-11
2.5781495850000002 2.879152746916203e-11
2.5795008160000004 2.226717494804148e-11
2.580852048 1.6320484374707444e-11
2.582203279 3.971373750364646e-11
2.583554511 2.866895454028336e-11
2.584905742 1.1101879159463722e-11
2.586256974 7.099479695362033e-14
2.587608205 7.520666755492349e-12
2.588959437 1.1355013999066379e-11
2.590310668 1.333835478378213e-12
2.591661899 7.97714842340896e-12
2.593013131 7.655188572843903e-12
2.594364362 1.8617627430601938e-11
2.5957155939999996 8.009253762374508e-12
2.5970668249999997 1.9974026189541598e-11
2.598418057 1.0635844183813887e-11
2.599769288 3.06059281111808e-12
2.601120519 1.5347686722384745e-11
2.602471751 5.985415894437508e-12
2.603822982 8.657630188440966e-12
2.6051742140000003 1.367776008318835e-11
2.6065254450000004 2.5492320905096905e-11
2.607876677 2.5874011882566315e-11
2.609227908 1.825343382602204e-11
2.61057914 1.5189203445384557e-11
2.611930371 1.3378110938915848e-11
2.613281602 1.8408126670489554e-12
2.614632834 1.3155359091256765e-11
2.615984065 1.61251398657217e-11
2.617335297 1.9616195395048365e-11
2.618686528 1.6866660822809037e-11
