 0.350000    0.000967
 0.355000    0.000967
 0.360000    0.000967
 0.365000    0.000967
 0.370000    0.000967
 0.375000    0.000967
 0.380000    0.000967
 0.385000    0.000967
 0.390000    0.000967
 0.395000    0.000967
 0.400000    0.000967
 0.405000    0.000967
 0.410000    0.000967
 0.415000    0.000967
 0.420000    0.000967
 0.425000    0.000967
 0.430000    0.000967
 0.435000    0.000967
 0.440000    0.987748
 0.445000    0.998135
 0.450000    1.000000
 0.455000    1.000000
 0.460000    1.000000
 0.465000    1.000000
 0.470000    1.000000
 0.475000    1.000000
 0.480000    1.000000
 0.485000    0.999470
 0.490000    0.998386
 0.495000    0.992637
 0.500000    0.973217
 0.505000    0.018015
 0.510000    0.007982
 0.515000    0.002981
 0.520000    0.000918
 0.525000    0.000194
 0.530000    0.000194
 0.535000    0.000194
 0.540000    0.000194
 0.545000    0.000461
 0.550000    0.001481
 0.555000    0.002501
 0.560000    0.003521
 0.565000    0.004000
 0.570000    0.004000
 0.575000    0.004000
 0.580000    0.004000
