0.40021 0.65627
0.40048 0.66049
0.40074 0.66662
0.40100 0.69709
0.40126 0.73860
0.40152 0.71808
0.40179 0.69802
0.40205 0.67620
0.40231 0.72407
0.40257 0.65312
0.40284 0.62486
0.40310 0.71088
0.40336 0.65511
0.40362 0.62243
0.40389 0.67493
0.40415 0.71082
0.40441 0.58075
0.40467 0.56900
0.40494 0.66114
0.40520 0.68723
0.40546 0.58877
0.40572 0.55440
0.40599 0.67191
0.40625 0.74505
0.40651 0.69658
0.40677 0.73322
0.40704 0.80179
0.40730 0.68324
0.40756 0.60707
0.40782 0.60453
0.40809 0.70234
0.40835 0.68492
0.40861 0.69265
0.40887 0.73295
0.40914 0.74839
0.40940 0.70257
0.40966 0.65176
0.40992 0.62075
0.41019 0.58475
0.41045 0.66168
0.41071 0.71745
0.41097 0.81862
0.41124 0.88972
0.41150 0.83580
0.41176 0.78974
0.41202 0.75226
0.41229 0.74323
0.41255 0.76986
0.41281 0.76836
0.41307 0.72187
0.41334 0.70664
0.41360 0.76079
0.41386 0.80222
0.41412 0.81228
0.41439 0.80123
0.41465 0.80757
0.41491 0.78519
0.41517 0.73429
0.41544 0.74960
0.41570 0.75545
0.41596 0.75301
0.41622 0.82596
0.41649 0.85014
0.41675 0.77816
0.41701 0.73801
0.41727 0.76309
0.41753 0.69840
0.41780 0.67657
0.41806 0.78019
0.41832 0.83953
0.41858 0.83587
0.41885 0.83160
0.41911 0.80294
0.41937 0.78288
0.41963 0.77065
0.41990 0.70299
0.42016 0.68410
0.42042 0.75386
0.42068 0.78018
0.42095 0.77499
0.42121 0.79254
0.42147 0.76849
0.42173 0.74361
0.42200 0.72671
0.42226 0.69936
0.42252 0.67167
0.42278 0.70728
0.42305 0.72016
0.42331 0.73888
0.42357 0.80897
0.42383 0.79961
0.42410 0.79138
0.42436 0.78128
0.42462 0.76789
0.42488 0.67102
0.42515 0.65078
0.42541 0.73017
0.42567 0.75620
0.42593 0.70801
0.42620 0.72180
0.42646 0.79604
0.42672 0.80241
0.42698 0.75884
0.42725 0.63143
0.42751 0.67540
0.42777 0.80268
0.42803 0.76894
0.42830 0.66692
0.42856 0.68724
0.42882 0.71776
0.42908 0.73539
0.42935 0.73626
0.42961 0.71869
0.42987 0.67182
0.43013 0.70216
0.43040 0.65038
0.43066 0.57505
0.43092 0.61350
0.43118 0.64017
0.43145 0.66058
0.43171 0.68339
0.43197 0.67701
0.43223 0.65234
0.43250 0.67881
0.43276 0.73763
0.43302 0.71673
0.43328 0.67701
0.43354 0.68223
0.43381 0.69485
0.43407 0.69651
0.43433 0.80991
0.43459 0.81520
0.43486 0.74491
0.43512 0.70523
0.43538 0.75916
0.43564 0.74817
0.43591 0.76492
0.43617 0.79287
0.43643 0.78314
0.43669 0.77487
0.43696 0.76532
0.43722 0.72697
0.43748 0.73093
0.43774 0.79617
0.43801 0.77543
0.43827 0.76006
0.43853 0.76186
0.43879 0.73552
0.43906 0.79461
0.43932 0.78618
0.43958 0.80771
0.43984 0.74970
0.44011 0.70297
0.44037 0.68489
0.44063 0.74775
0.44089 0.78717
0.44116 0.79754
0.44142 0.77145
0.44168 0.81411
0.44194 0.83728
0.44221 0.83587
0.44247 0.76528
0.44273 0.79342
0.44299 0.76003
0.44326 0.75163
0.44352 0.79613
0.44378 0.80807
0.44404 0.80685
0.44431 0.82258
0.44457 0.83379
0.44483 0.83049
0.44509 0.78307
0.44536 0.75826
0.44562 0.76704
0.44588 0.82301
0.44614 0.79035
0.44641 0.82126
0.44667 0.85424
0.44693 0.86542
0.44719 0.82142
0.44746 0.79925
0.44772 0.72213
0.44798 0.68886
0.44824 0.71550
0.44851 0.72818
0.44877 0.71973
0.44903 0.73660
0.44929 0.72170
0.44955 0.73990
0.44982 0.78759
0.45008 0.77020
0.45034 0.79906
0.45060 0.79176
0.45087 0.73508
0.45113 0.75380
0.45139 0.77838
0.45165 0.76919
0.45192 0.79257
0.45218 0.74906
0.45244 0.69833
0.45270 0.74116
0.45297 0.79852
0.45323 0.79151
0.45349 0.85644
0.45375 0.84485
0.45402 0.79784
0.45428 0.81153
0.45454 0.79804
0.45480 0.72179
0.45507 0.73957
0.45533 0.77508
0.45559 0.77534
0.45585 0.79726
0.45612 0.83307
0.45638 0.81904
0.45664 0.82532
0.45690 0.81774
0.45717 0.79830
0.45743 0.79871
0.45769 0.78989
0.45795 0.76897
0.45822 0.76075
0.45848 0.77128
0.45874 0.77580
0.45900 0.75457
0.45927 0.75263
0.45953 0.80528
0.45979 0.84660
0.46005 0.84797
0.46032 0.79939
0.46058 0.76489
0.46084 0.82341
0.46110 0.85273
0.46137 0.82423
0.46163 0.81089
0.46189 0.79121
0.46215 0.79567
0.46242 0.82453
0.46268 0.83218
0.46294 0.82958
0.46320 0.82371
0.46347 0.78949
0.46373 0.77006
0.46399 0.79743
0.46425 0.80269
0.46451 0.82374
0.46478 0.88059
0.46504 0.84856
0.46530 0.77496
0.46556 0.79136
0.46583 0.82454
0.46609 0.82026
0.46635 0.82812
0.46661 0.85192
0.46688 0.85485
0.46714 0.83439
0.46740 0.86200
0.46766 0.87392
0.46793 0.83357
0.46819 0.82204
0.46845 0.82637
0.46871 0.86710
0.46898 0.90848
0.46924 0.89304
0.46950 0.86706
0.46976 0.84634
0.47003 0.83247
0.47029 0.83581
0.47055 0.81332
0.47081 0.80523
0.47108 0.78406
0.47134 0.78093
0.47160 0.79786
0.47186 0.81189
0.47213 0.81707
0.47239 0.83165
0.47265 0.82257
0.47291 0.80306
0.47318 0.80791
0.47344 0.82254
0.47370 0.83012
0.47396 0.82479
0.47423 0.80025
0.47449 0.80556
0.47475 0.85275
0.47501 0.87389
0.47528 0.85852
0.47554 0.84656
0.47580 0.86157
0.47606 0.82704
0.47633 0.79576
0.47659 0.83875
0.47685 0.84015
0.47711 0.84841
0.47738 0.84297
0.47764 0.83510
0.47790 0.84338
0.47816 0.85764
0.47843 0.83688
0.47869 0.83465
0.47895 0.81723
0.47921 0.83546
0.47948 0.83365
0.47974 0.82511
0.48000 0.83282
0.48026 0.85759
0.48052 0.81842
0.48079 0.82217
0.48105 0.85130
0.48131 0.83111
0.48157 0.83753
0.48184 0.87145
0.48210 0.83958
0.48236 0.86679
0.48262 0.85048
0.48289 0.82171
0.48315 0.85166
0.48341 0.85278
0.48367 0.85311
0.48394 0.87984
0.48420 0.84280
0.48446 0.80744
0.48472 0.83159
0.48499 0.89103
0.48525 0.87647
0.48551 0.90418
0.48577 0.86027
0.48604 0.80386
0.48630 0.80574
0.48656 0.82939
0.48682 0.84221
0.48709 0.88459
0.48735 0.89918
0.48761 0.88539
0.48787 0.88222
0.48814 0.88846
0.48840 0.87027
0.48866 0.86078
0.48892 0.86028
0.48919 0.84941
0.48945 0.89382
0.48971 0.87212
0.48997 0.84577
0.49024 0.84519
0.49050 0.87624
0.49076 0.84203
0.49102 0.86992
0.49129 0.91889
0.49155 0.88824
0.49181 0.87135
0.49207 0.85839
0.49234 0.87009
0.49260 0.90598
0.49286 0.93158
0.49312 0.94430
0.49339 0.89258
0.49365 0.89376
0.49391 0.88166
0.49417 0.88325
0.49444 0.87381
0.49470 0.87630
